fruitID,year,month,day,plantID,prevplantID,og.plantposition,round,filled.seeds,shriv.seeds,total.seeds,virgin.ovules,abrt.ovules,total.ovules,notes,counter,observer,CHECK.row.sum,CHECK.total.ovules,Ratio CHECK Total/Total,Ratio  row sum/total
800001,2017,9,12,st14,st23,st23,2,7,1,8,1,0,9,,adr,adr,9,9,1,1
800002,2017,9,12,st17,na,st17,2,1,0,1,11,0,12,seed small yellow,adr,,12,12,1,1
800003,2017,9,12,st17,na,st17,2,5,0,5,8,0,13,,adr,,13,13,1,1
800004,2017,9,13,gr14,na,gr14,2,8,0,8,6,0,14,,adr,adr,14,14,1,1
800005,2017,9,13,gr14,na,gr14,2,9,0,9,2,0,11,,adr,adr,11,11,1,1
800006,2017,9,13,gr14,na,gr14,2,9,0,9,4,0,13,,adr,adr,13,13,1,1
800007,2017,9,12,st16,st25,st25,2,3,0,3,7,0,10,very small fruit/seeds not fully filled/op rd 1 &2,adr,adr,10,10,1,1
800008,2017,9,12,st16,st25,st25,2,3,0,3,7,0,10,very small fruit/seeds not fully filled/op rd 1 &2,adr,adr,10,10,1,1
800009,2017,9,12,st16,st25,st25,1,4,0,4,11,0,15,op rd 1 & 2,adr,,15,15,1,1
800010,2017,9,12,st28,na,st28,1,8,0,8,4,0,12,,adr,,12,12,1,1
800011,2017,9,12,st9,na,st9,2,6,0,6,8,0,14,,adr,,14,14,1,1
800012,2017,9,12,st9,na,st9,2,6,0,6,5,0,11,,adr,,11,11,1,1
800013,2017,9,12,st11,na,st11,1,12,0,12,1,0,13,,adr,,13,13,1,1
800014,2017,9,12,st11,na,st11,1,12,0,12,1,0,13,,adr,,13,13,1,1
800015,2017,9,12,st11,na,st11,2,7,0,7,3,0,10,,adr,,10,10,1,1
800016,2017,9,12,st4,na,st4,2,7,1,8,3,0,11,1 shriveled fruit damaged by herbivory,adr,,11,11,1,1
800017,2017,9,12,st1,na,st1,2,1,0,1,11,0,12,1 seed small yellow,adr,,12,12,1,1
800018,2017,9,12,st12,st16,st16,1,6,0,6,4,0,10,,adr,,10,10,1,1
800019,2017,9,12,st12,st16,st16,1,7,0,7,5,0,12,,adr,,12,12,1,1
800020,2017,9,12,st12,st16,st16,1,11,0,11,0,0,11,,adr,,11,11,1,1
800021,2017,9,12,st12,st16,st16,1,8,2,10,0,1,11,2 small brown seeds less filled than others/ aborted ovule area appears to have begun filling but became diseased and was shunted off from fruit,adr,,11,11,1,1
800022,2017,9,12,st15,na,st15,2,7,0,7,4,0,11,,adr,,11,11,1,1
800023,2017,9,12,st15,na,st15,2,11,0,11,0,0,11,,adr,,11,11,1,1
800024,2017,9,12,st15,na,st15,2,9,1,10,3,0,13,1 small seed with no obvious endosperm or embryo darkening,adr,,13,13,1,1
800025,2017,9,12,st15,na,st15,2,11,0,11,1,0,12,,adr,,12,12,1,1
800026,2017,9,12,st15,na,st15,2,3,0,3,9,0,12,seeds still filling/yellow and small,adr,,12,12,1,1
800027,2017,9,12,st13,na,st13,1,3,0,3,9,0,12,seeds still filling/endosperm filling and darkening but not plump,adr,,12,12,1,1
800028,2017,9,12,st13,na,st13,1,6,0,6,6,0,12,seeds still filling/endosperm beginning to darken,adr,,12,12,1,1
800029,2017,9,12,st23,na,st23,2,4,0,4,8,0,12,seeds still filling/endosperm beginning to darken,adr,,12,12,1,1
800030,2017,9,12,st23,na,st23,2,6,0,6,8,0,14,seeds still filling/endosperm beginning to darken,adr,,14,14,1,1
800031,2017,9,12,st23,na,st23,1,13,0,13,0,0,13,,adr,,13,13,1,1
800032,2017,9,12,st23,na,st23,1,8,0,8,6,0,14,,adr,,14,14,1,1
800033,2017,9,12,st2,na,st2,1,6,0,6,6,0,12,,adr,,12,12,1,1
800034,2017,9,12,st2,na,st2,2,5,0,5,6,0,11,seeds still filling/no endosperm signs yet/small green,adr,,11,11,1,1
800035,2017,9,12,wo24,na,wo24,1,8,2,10,1,0,11,seeds plump and dark/ small seed not filled,adr,,11,11,1,1
800036,2017,9,12,wo24,na,wo24,2,9,1,10,1,0,11,seeds still filling/one much smaller with less fill,adr,,11,11,1,1
800037,2017,9,12,wo3,na,wo3,2,11,1,12,0,0,12,f1/small seed 2/3rd size of fill seeds. Less fill,adr,,12,12,1,1
800038,2017,9,12,wo3,na,wo3,2,6,1,7,3,3,13,f2,adr,,13,13,1,1
800039,2017,9,12,wo3,na,wo3,2,11,1,12,1,0,13,f3,adr,,13,13,1,1
800040,2017,9,12,wo3,na,wo3,2,11,1,12,1,0,13,f4,adr,,13,13,1,1
800041,2017,9,12,wo3,na,wo3,2,13,0,13,0,0,13,f5,adr,,13,13,1,1
800042,2017,9,12,wo3,na,wo3,2,2,0,2,9,1,12,f6/1 abrt from herbiv/seeds yellow,adr,,12,12,1,1
800043,2017,9,12,wo5,na,wo5,1,8,1,9,5,0,14,1/small seed small dark filled,adr,,14,14,1,1
800044,2017,9,12,wo5,na,wo5,1,6,0,6,8,0,14,2,adr,,14,14,1,1
800045,2017,9,12,wo5,na,wo5,1,5,1,6,9,0,15,3/small seed small dark filled,adr,,15,15,1,1
800046,2017,9,12,wo5,na,wo5,2,5,0,5,10,0,15,,adr,,15,15,1,1
800047,2017,9,12,wo4,wo29,wo29,1,4,0,4,10,0,14,1,adr,,14,14,1,1
800048,2017,9,12,wo4,wo29,wo29,1,5,1,6,6,0,12,2/small see yellowish not as large,adr,,12,12,1,1
800049,2017,9,12,wo4,wo29,wo29,2,8,0,8,4,0,12,1/seeds still filling w endo,adr,,12,12,1,1
800050,2017,9,12,wo4,wo29,wo29,2,12,0,12,1,0,13,2/2 seeds a little yellow not as mature as others,adr,,13,13,1,1
800051,2017,9,12,wo1,na,wo1,1,12,0,12,1,0,13,,adr,,13,13,1,1
800052,2017,9,12,wo1,na,wo1,2,1,4,5,4,3,12,seeds not far along/ yellow,adr,,12,12,1,1
800053,2017,9,12,wo6,na,wo6,1,11,0,11,1,0,12,1,adr,,12,12,1,1
800054,2017,9,12,wo6,na,wo6,1,3,0,3,9,0,12,2,adr,,12,12,1,1
800055,2017,9,12,wo6,na,wo6,1,11,1,12,0,0,12,3/shriv sheed not fully filled,adr,,12,12,1,1
800056,2017,9,12,wo6,na,wo6,1,10,0,10,1,0,11,4,adr,,11,11,1,1
800057,2017,9,12,wo6,na,wo6,1,3,0,3,7,0,10,5,adr,,10,10,1,1
800058,2017,9,12,wo6,na,wo6,1,10,0,10,1,0,11,6,adr,,11,11,1,1
800059,2017,9,12,wo6,na,wo6,1,9,0,9,2,0,11,7,adr,,11,11,1,1
800060,2017,9,12,wo10,na,wo10,1,8,0,8,6,0,14,1/ shriv seed not fully filled,adr,,14,14,1,1
800061,2017,9,12,wo10,na,wo10,1,7,1,8,6,0,14,2,adr,,14,14,1,1
800062,2017,9,12,wo13,na,wo13,1,9,0,9,1,0,10,2,adr,,10,10,1,1
800063,2017,9,12,wo13,na,wo13,1,10,0,10,1,0,11,1,adr,,11,11,1,1
800064,2017,9,12,wo15,wo16,wo16,1,3,0,3,7,1,11,1/abrt ovule looks damaged/,adr,,11,11,1,1
800065,2017,9,12,wo15,wo16,wo16,3,8,0,8,0,0,8,"all seeds very small, hadn't completed filling",adr,,8,8,1,1
800066,2017,9,13,gr10,gr27,gr27,2,11,0,11,2,0,13,3/gr27,adr,,13,13,1,1
800067,2017,9,13,gr10,gr27,gr27,2,5,0,5,9,0,14,1/gr27,adr,,14,14,1,1
800068,2017,9,13,gr10,gr27,gr27,2,13,0,13,1,0,14,2/gr27,adr,,14,14,1,1
800069,2017,9,13,gr7,na,gr7,1,10,1,11,0,0,11,1/shriv seed smaller than others,adr,,11,11,1,1
800070,2017,9,13,gr7,na,gr7,1,9,1,10,0,0,10,2/ shriv seed not as filled,adr,,10,10,1,1
800071,2017,9,13,gr6,gr16,gr16,1,7,0,7,5,0,12,3,adr,,12,12,1,1
800072,2017,9,13,gr6,gr16,gr16,1,13,0,13,0,0,13,4,adr,,13,13,1,1
800073,2017,9,13,gr6,gr16,gr16,1,14,0,14,1,0,15,2,adr,,15,15,1,1
800074,2017,9,13,gr6,gr16,gr16,1,10,0,10,3,0,13,1,adr,,13,13,1,1
800075,2017,9,13,gr11,na,gr11,2,14,1,15,0,0,15,1/shriv seed very small abrtd;seeds yellow low fill,adr,,15,15,1,1
800076,2017,9,13,gr11,na,gr11,2,13,0,13,3,0,16,2/ seeds yellow low fill,adr,,16,16,1,1
800077,2017,9,13,gr15,gr29,gr29,2,9,1,10,2,0,12,seeds small yellow; shriv seed less fill than others,adr,,12,12,1,1
800078,2017,9,13,gr8,gr18,gr18,1,10,2,12,1,0,13,1/gr18 fruit/2 shriv seeds small yellow less fill,adr,,13,13,1,1
800079,2017,9,13,gr8,gr18,gr18,1,10,0,10,1,0,11,2,adr,,11,11,1,1
800080,2017,9,13,gr8,gr18,gr18,1,6,5,11,0,0,11,3,adr,,11,11,1,1
800081,2017,9,13,gr8,gr18,gr18,1,6,0,6,2,1,9,4/ distal end of fruit damaged by herbivory; ovule fill ratio likely skewed/DROP?,adr,,9,9,1,1
800082,2017,9,13,gr8,gr18,gr18,2,9,0,9,2,0,11,2/seeds beginning fill,adr,,11,11,1,1
800083,2017,9,13,gr8,gr18,gr18,2,9,0,9,3,0,12,3,adr,,12,12,1,1
800084,2017,9,13,gr8,gr18,gr18,2,10,1,11,0,0,11,4/shriv seed small green; no fill; no hardening; ,adr,,11,11,1,1
800085,2017,9,13,gr8,gr18,gr18,2,11,0,11,1,0,12,1,adr,,12,12,1,1
800086,2017,9,13,gr4,na,gr4,1,12,0,12,0,0,12,1,adr,,12,12,1,1
800087,2017,9,13,gr4,na,gr4,1,11,0,11,0,0,11,2,adr,,11,11,1,1
800088,2017,9,13,gr4,na,gr4,1,10,0,10,2,0,12,3,adr,,12,12,1,1
800089,2017,9,13,gr4,na,gr4,1,11,1,12,0,0,12,4/ shriv seed little fill,adr,,12,12,1,1
800090,2017,9,13,gr4,na,gr4,1,10,0,10,1,0,11,5,adr,,11,11,1,1
800091,2017,9,13,gr4,na,gr4,1,12,0,12,0,0,12,6/1 extra fruit picked=12/12 ovule fill,adr,,12,12,1,1
800092,2017,9,13,gr5,na,gr5,1,10,1,11,1,0,12,1/ shriv seed less fill,adr,,12,12,1,1
800093,2017,9,13,gr5,na,gr5,2,3,0,3,2,0,5,1/ fruit shriveled unable to locate more ovules is present/DROP?,adr,,5,5,1,1
800094,2017,9,13,gr5,na,gr5,2,2,0,2,9,0,11,2/seeds yellow no fill apparent,adr,,11,11,1,1
800095,2017,9,13,gr9,na,gr9,1,9,2,11,1,0,12,1/shriv seeds brown but less fill,adr,,12,12,1,1
800096,2017,9,13,gr9,na,gr9,2,2,0,2,11,0,13,shriv fruit; seeds yellow with low fill,adr,,13,13,1,1
800097,2017,9,13,gr2,na,gr2,2,8,0,8,3,0,11,2,adr,,11,11,1,1
800098,2017,9,13,gr2,na,gr2,2,9,0,9,2,0,11,1,adr,,11,11,1,1
800099,2017,9,13,gr2,na,gr2,2,10,2,12,0,0,12,3/seeds filling and darkening; 2 seeds yellow with less fill,adr,,12,12,1,1
800100,2017,9,13,gr1,na,gr1,1,8,0,8,6,0,14,1,adr,,14,14,1,1
800101,2017,9,13,gr1,na,gr1,1,7,0,7,8,0,15,2,adr,,15,15,1,1
800102,2017,9,13,gr1,na,gr1,1,8,0,8,6,0,14,3,adr,,14,14,1,1
800103,2017,9,13,gr1,na,gr1,2,6,0,6,7,0,13,1,adr,,13,13,1,1
800104,2017,9,12,br12,br23,br23,1,12,0,12,1,0,13,3,mc,,13,13,1,1
800105,2017,9,12,br12,br23,br23,2,8,0,8,4,0,12,1,mc,,12,12,1,1
800106,2017,9,12,br12,br23,br23,1,11,0,11,1,0,12,1,mc,,12,12,1,1
800107,2017,9,12,br1,na,br1,1,13,0,13,0,0,13,3,mc,,13,13,1,1
800108,2017,9,12,br1,na,br1,2,0,12,12,0,0,12,2,mc,,12,12,1,1
800109,2017,9,12,br1,na,br1,1,12,0,12,1,0,13,1,mc,,13,13,1,1
800110,2017,9,12,br2,na,br2,2,6,2,8,5,0,13,1,mc,,13,13,1,1
800111,2017,9,12,br2,na,br2,2,8,0,8,4,0,12,1,mc,,12,12,1,1
800112,2017,9,12,br10,na,br10,1,9,0,9,2,0,11,1,mc,,11,11,1,1
800113,2017,9,12,br8,na,br8,1,12,0,12,1,0,13,1,mc,,13,13,1,1
800114,2017,9,12,br13,br19,br19,1,11,0,11,1,0,12,1,mc,,12,12,1,1
800115,2017,9,12,br3,na,br3,1,14,0,14,0,0,14,1,mc,,14,14,1,1
800116,2017,9,12,br3,na,br3,1,13,0,13,1,0,14,2,mc,,14,14,1,1
800117,2017,9,12,br3,na,br3,1,9,0,9,5,0,14,3,mc,,14,14,1,1
800118,2017,9,12,br3,na,br3,1,11,0,11,1,1,13,4,mc,,13,13,1,1
800119,2017,9,12,br3,na,br3,1,10,3,13,2,0,15,5,mc,,15,15,1,1
800120,2017,9,12,br3,na,br3,2,5,0,5,7,0,12,6/seeds are brown & green small and concave,mc,,12,12,1,1
800121,2017,9,12,br6,br20,br20,2,11,0,11,1,0,12,,mc,,12,12,1,1
800122,2017,9,12,br6,br20,br20,1,7,0,7,7,0,14,,mc,,14,14,1,1
800123,2017,9,12,br7,na,br7,2,13,0,13,1,0,14,,mc,,14,14,1,1
800124,2017,9,12,br7,na,br7,1,13,0,13,0,0,13,,mc,,13,13,1,1
800125,2017,9,12,br7,na,br7,1,10,3,13,1,0,14,,mc,,14,14,1,1
800126,2017,9,12,br7,na,br7,1,10,2,12,2,0,14,,mc,,14,14,1,1
800127,2017,9,12,br7,na,br7,1,13,0,13,0,0,13,,mc,,13,13,1,1
800128,2017,9,12,br7,na,br7,1,8,4,12,1,0,13,,mc,,13,13,1,1
800129,2017,9,12,br7,na,br7,1,11,2,13,1,0,14,,mc,,14,14,1,1
800130,2017,9,12,br7,na,br7,1,13,1,14,0,0,14,,mc,,14,14,1,1
800131,2017,9,12,br11,na,br11,1,9,0,9,2,0,11,,mc,,11,11,1,1
800132,2017,9,12,br11,na,br11,1,13,0,13,1,0,14,,mc,,14,14,1,1
800133,2017,9,12,br9,na,br9,2,12,0,12,1,0,13,,mc,,13,13,1,1
800134,2017,9,12,br9,na,br9,2,8,0,8,0,0,8,,mc,,8,8,1,1
800135,2017,9,12,wo27,na,wo27,1,3,1,4,6,0,10,,mc,,10,10,1,1
800136,2017,9,12,wo30,na,wo30,1,13,0,13,1,0,14,,mc,,14,14,1,1
800137,2017,9,12,wo25,na,wo25,1,8,2,10,2,0,12,,mc,,12,12,1,1
800138,2017,9,12,wo25,na,wo25,1,10,0,10,1,0,11,,mc,,11,11,1,1
800139,2017,9,12,wo25,na,wo25,2,10,0,10,1,0,11,,mc,,11,11,1,1
800140,2017,9,12,ne18,na,ne18,2,10,0,10,0,0,10,,mc,,10,10,1,1
800141,2017,9,12,ne3,na,ne3,2,9,0,9,1,0,10,,mc,,10,10,1,1
800142,2017,9,12,ne2,na,ne2,2,11,0,11,2,0,13,,mc,,13,13,1,1
800143,2017,9,12,ne15,ne24,ne24,2,8,0,8,3,0,11,,mc,,11,11,1,1
800144,2017,9,12,ne14,na,ne14,2,12,0,12,1,0,13,,mc,,13,13,1,1
800145,2017,9,12,ne23,na,ne23,2,12,0,12,1,0,13,,mc,,13,13,1,1
800146,2017,9,12,ne10,na,ne10,2,0,0,0,0,8,8,,mc,,8,8,1,1
800147,2017,9,12,ne10,na,ne10,2,13,0,13,0,0,13,,mc,,13,13,1,1
800148,2017,9,12,ne10,na,ne10,2,11,0,11,0,1,12,,mc,,12,12,1,1
800149,2017,9,12,ne10,na,ne10,2,12,0,12,1,0,13,,mc,,13,13,1,1
800150,2017,9,12,ne1,na,ne1,2,11,0,11,0,0,11,,mc,,11,11,1,1
800151,2017,9,12,ne5,na,ne5,2,9,0,9,2,0,11,,mc,,11,11,1,1
800152,2017,9,12,ne5,na,ne5,2,9,0,9,3,0,12,,mc,,12,12,1,1
800153,2017,9,12,ne5,na,ne5,2,10,0,10,1,1,12,,mc,,12,12,1,1
800154,2017,9,12,ne6,na,ne6,2,13,0,13,1,0,14,,mc,,14,14,1,1
800155,2017,9,12,ne6,na,ne6,2,13,0,13,0,0,13,,mc,,13,13,1,1
800156,2017,9,12,ne6,na,ne6,2,13,0,13,0,0,13,,mc,,13,13,1,1
800157,2017,9,13,ho20,na,ho20,1,12,1,13,0,0,13,shriveled seeds were smaller and brown rather than black,mc,,13,13,1,1
800158,2017,9,13,ho19,na,ho19,1,13,0,13,3,0,16,,mc,,16,16,1,1
800159,2017,9,13,ho19,na,ho19,1,9,1,10,4,0,14,smaller seeds overall,mc,,14,14,1,1
800160,2017,9,13,ho21,na,ho21,2,11,0,11,1,0,12,"shriveled were small, brown and concave",mc,,12,12,1,1
800161,2017,9,13,ho21,na,ho21,2,11,0,11,0,0,11,"shriveled were small, brown and concave",mc,,11,11,1,1
800163,2017,9,13,ho2,na,ho2,1,6,0,6,0,7,13,"aborted ovules were 20% the size of filled and were brown, not black",mc,,13,13,1,1
800164,2017,9,13,ho12,ho18,ho18,1,11,0,11,4,0,15,dropped ho16 rd2 fruit from this sample period; no flowers recorded on that day,mc,,15,15,1,1
800165,2017,9,13,ho5,na,ho5,1,8,0,8,1,3,12,aborted ovules were 30% the size of filled and were brown,mc,,12,12,1,1
800166,2017,9,13,ho5,na,ho5,1,6,2,8,6,0,14,shriveled seeds were smaller and brown rather than black,mc,,14,14,1,1
800167,2017,9,13,ho5,na,ho5,1,9,1,10,4,0,14,"shriveled seeds were small, brown and concave",mc,,14,14,1,1
800168,2017,9,13,ho5,na,ho5,1,11,1,12,0,1,13,shriveled seed was smaller and flatter than filled,mc,,13,13,1,1
800169,2017,9,21,st2,na,st2,3,6,0,6,6,0,12,"seeds small, brown and green and more concave",mc,,12,12,1,1
800170,2017,9,21,si1,si18,si18,3,10,1,11,0,0,11,shriveled seeds are smaller and brown,mc,,11,11,1,1
800171,2017,9,21,si1,si18,si18,3,5,0,5,0,4,9,seed pod damaged,mc,,9,9,1,1
800172,2017,9,21,ho15,na,ho15,3,6,0,6,3,0,9,,mc,,9,9,1,1
800173,2017,9,21,ho15,na,ho15,3,4,3,7,3,0,10,shriveled seeds were more concave,mc,,10,10,1,1
800174,2017,9,21,ho15,na,ho15,3,10,0,10,1,0,11,,mc,,11,11,1,1
800175,2017,9,21,ho14,na,ho14,3,7,0,7,6,0,13,,mc,,13,13,1,1
800176,2017,9,21,ho14,na,ho14,3,11,0,11,2,0,13,,mc,,13,13,1,1
800177,2017,9,21,ho13,ho28,ho28,3,13,0,13,0,0,13,,mc,,13,13,1,1
800178,2017,9,21,ho11,na,ho11,3,10,0,10,1,0,11,,mc,,11,11,1,1
800179,2017,9,21,ho9,na,ho9,3,11,2,13,0,0,13,"shriveled = smaller, more concave",mc,,13,13,1,1
800180,2017,9,21,ho9,na,ho9,3,8,3,11,0,0,11,"seeds were small, redder in color and concave",mc,,11,11,1,1
800181,2017,9,21,ho9,na,ho9,3,12,0,12,0,0,12,,mc,,12,12,1,1
800182,2017,9,21,ho10,ho29,ho29,2,10,1,11,1,0,12,"smaller, same color = shriveled seeds",mc,,12,12,1,1
800183,2017,9,21,ho7,ho23,ho23,3,8,2,10,3,0,13,shriveled seeds = smaller concave; originally logged as ho10; verified to be ho7 changed 11-13,mc,,13,13,1,1
800184,2017,9,21,ho7,ho23,ho23,3,9,1,10,3,0,13,shriveled seeds were thinner,mc,,13,13,1,1
800185,2017,9,21,ho7,ho23,ho23,3,10,1,11,1,0,12,,mc,,12,12,1,1
800186,2017,9,21,ho1,na,ho1,2,12,0,12,1,0,13,,mc,,13,13,1,1
800187,2017,9,21,ho1,na,ho1,3,12,0,12,1,1,14,,mc,,14,14,1,1
800188,2017,9,21,ho1,na,ho1,3,15,0,15,0,0,15,,mc,,15,15,1,1
800189,2017,9,21,ho1,na,ho1,3,11,0,11,1,0,12,,mc,,12,12,1,1
800190,2017,9,21,ho5,na,ho5,3,12,0,12,0,0,12,,mc,,12,12,1,1
800191,2017,9,21,gr14,na,gr14,3,11,0,11,0,0,11,,mc,,11,11,1,1
800192,2017,9,21,gr14,na,gr14,3,9,0,9,2,0,11,,mc,,11,11,1,1
800193,2017,9,21,gr4,na,gr4,3,9,0,9,1,0,10,,mc,,10,10,1,1
800194,2017,9,21,ho6,na,ho6,3,12,0,12,0,0,12,,mc,,12,12,1,1
800195,2017,9,21,ho6,na,ho6,3,10,0,10,2,0,12,total listed as 13; changed to 12,mc,,12,12,1,1
800196,2017,9,21,ho6,na,ho6,3,9,0,9,2,0,11,,mc,,11,11,1,1
800197,2017,9,21,gr13,na,gr13,3,10,2,12,0,0,12,"shriveled seeds were smaller, thinner",mc,,12,12,1,1
800198,2017,9,21,gr15,gr29,gr29,3,8,0,8,3,0,11,,mc,,11,11,1,1
800199,2017,9,21,gr15,gr29,gr29,3,5,0,5,7,0,12,,mc,,12,12,1,1
800200,2017,9,21,gr15,gr29,gr29,3,11,1,12,1,0,13,"shriveled seeds were smaller, lighter in color",mc,,13,13,1,1
800201,2017,9,21,gr15,gr29,gr29,3,9,1,10,3,0,13,"shriveled seeds were smaller, lighter in color",mc,,13,13,1,1
800202,2017,9,21,gr6,gr16,gr16,3,11,1,12,0,0,12,the shriveled seed was more curled up,mc,,12,12,1,1
800203,2017,9,21,gr3,gr24,gr24,3,12,1,13,1,0,14,"shriveled seeds were smaller, lighter in color",mc,,14,14,1,1
800204,2017,9,21,gr3,gr24,gr24,3,10,2,12,1,0,13,"shriveled seeds were smaller, more concave",mc,,13,13,1,1
800205,2017,9,21,wo14,na,wo14,3,12,0,12,0,0,12,,mc,,12,12,1,1
800206,2017,9,21,wo14,na,wo14,3,10,2,12,0,0,12,"shriveled seeds were small, thin, brown",mc,,12,12,1,1
800207,2017,9,21,wo14,na,wo14,3,3,2,5,0,7,12,"shriveled seeds were small, brown and thinner and aborted seeds were ""burnt""-looking",mc,,12,12,1,1
800208,2017,9,21,wo14,na,wo14,3,11,2,13,0,0,13,"shriveled seeds were smaller, brown in color, not black",mc,,13,13,1,1
800209,2017,9,21,wo14,na,wo14,3,11,0,11,1,0,12,,mc,,12,12,1,1
800210,2017,9,21,wo14,na,wo14,3,10,2,12,0,0,12,"shriveled seeds were thinner, flatter, and brown, not black in color",mc,,12,12,1,1
800211,2017,9,21,wo15,wo16,wo16,3,6,0,6,5,0,11,,mc,,11,11,1,1
800212,2017,9,21,wo15,wo16,wo16,3,5,4,9,1,0,10,the shriveled seeds were smaller due to pod dismorphia,mc,,10,10,1,1
800213,2017,9,21,wo15,wo16,wo16,3,9,1,10,1,0,11,"the shriveled seeds were medium-sized and brown, not black",mc,,11,11,1,1
800214,2017,9,21,wo15,wo16,wo16,3,9,0,9,2,0,11,,mc,,11,11,1,1
800215,2017,9,21,wo15,wo16,wo16,3,8,1,9,1,0,10,"brown, not black = shriveled",mc,,10,10,1,1
800216,2017,9,21,wo10,na,wo10,2,9,0,9,7,0,16,,mc,,16,16,1,1
800217,2017,9,21,wo9,na,wo9,3,6,0,6,0,4,10,hole in seed pod,mc,,10,10,1,1
800218,2017,9,21,wo8,na,wo8,3,8,1,9,0,1,10,"brown, not black, smaller = shriveled",mc,,10,10,1,1
800219,2017,9,21,wo11,wo22,wo22,3,11,2,13,0,0,13,"shriveled seeds were smaller, lighter in color",mc,,13,13,1,1
800220,2017,9,21,wo11,wo22,wo22,3,11,0,11,2,0,13,"shriveled seeds were smaller, lighter in color",mc,,13,13,1,1
800221,2017,9,21,wo11,wo22,wo22,3,6,1,7,5,0,12,,mc,,12,12,1,1
