fruitID,year,month,day,plantID,prevplantID,og.plantposition,round,filled.seeds,shriv.seeds,total.seeds,virgin.ovules,abrt.ovules,total.ovules,notes,counter,observer,CHECK.row.sum,CHECK.total.ovules,Ratio CHECK Total/Total,Ratio  row sum/total
800455,2017,9,13,ru29,na,ru29,2,4,2,6,4,0,10,3,ar,ar,10,10,1,1
800456,2017,9,13,ru29,na,ru29,2,7,2,9,3,1,13,1,ar,ar,13,13,1,1
800457,2017,9,13,ru29,na,ru29,2,6,3,9,4,0,13,2,ar,ar,13,13,1,1
800458,2017,9,13,br24,na,br24,1,6,1,7,1,2,10,3//small seeds yellow less fill,ar,ar,10,10,1,1
800459,2017,9,13,br24,na,br24,1,6,0,6,0,0,6,2//herbivory damage likely unfilled ovules,ar,ar,6,6,1,1
800460,2017,9,13,br24,na,br24,1,12,0,12,0,0,12,1,ar,ar,12,12,1,1
800461,2017,9,19,ne12,ne30,ne30,3,10,0,10,0,0,10,1,ar,ar,10,10,1,1
800462,2017,9,19,ne12,ne30,ne30,3,10,0,10,0,0,10,2,ar,ar,10,10,1,1
800463,2017,9,19,ne12,ne30,ne30,3,11,1,12,0,0,12,3,ar,ar,12,12,1,1
800464,2017,9,19,ne15,ne24,ne24,3,11,0,11,0,0,11,1,ar,ar,11,11,1,1
800465,2017,9,19,ne15,ne24,ne24,3,10,0,10,0,0,10,2,ar,ar,10,10,1,1
800466,2017,9,19,ne15,ne24,ne24,3,10,0,10,1,0,11,3,ar,ar,11,11,1,1
800467,2017,9,19,ne15,ne24,ne24,3,10,0,10,0,0,10,4,ar,ar,10,10,1,1
800468,2017,9,19,ne15,ne24,ne24,3,9,0,9,1,0,10,5,ar,ar,10,10,1,1
800469,2017,9,19,ne15,ne24,ne24,3,8,0,8,2,0,10,6,ar,ar,10,10,1,1
800470,2017,9,19,ne15,ne24,ne24,3,9,1,10,0,0,10,7//shriv smaller than others,ar,ar,10,10,1,1
800471,2017,9,19,ne15,ne24,ne24,3,10,0,10,0,0,10,8,ar,ar,10,10,1,1
800472,2017,9,19,ne15,ne24,ne24,3,10,0,10,0,0,10,9,ar,ar,10,10,1,1
800473,2017,9,19,ne15,ne24,ne24,3,8,0,8,1,1,10,10,ar,ar,10,10,1,1
800474,2017,9,19,ne3,na,ne3,3,9,1,10,0,1,11,1,ar,ar,11,11,1,1
800475,2017,9,19,ne11,na,ne11,3,10,0,10,0,1,11,1//herbivory damage likely led to abortion,ar,ar,11,11,1,1
800476,2017,9,19,ne11,na,ne11,3,9,1,10,0,0,10,2,ar,ar,10,10,1,1
800477,2017,9,19,ne11,na,ne11,3,10,0,10,1,0,11,3,ar,ar,11,11,1,1
800478,2017,9,19,ne11,na,ne11,3,10,0,10,1,0,11,4,ar,ar,11,11,1,1
800479,2017,9,19,ne11,na,ne11,3,9,0,9,0,0,9,5,ar,ar,9,9,1,1
800480,2017,9,19,ne11,na,ne11,3,6,0,6,5,0,11,6,ar,ar,11,11,1,1
800481,2017,9,19,ne11,na,ne11,3,5,0,5,4,0,9,7,ar,ar,9,9,1,1
800482,2017,9,19,ne6,na,ne6,3,11,0,11,0,0,11,2,ar,ar,11,11,1,1
800483,2017,9,19,ne6,na,ne6,3,12,0,12,0,0,12,1,ar,ar,12,12,1,1
800484,2017,9,19,ne6,na,ne6,4,9,0,9,0,0,9,3?,ar,ar,9,9,1,1
800485,2017,9,19,ne10,na,ne10,3,8,0,8,1,0,9,1,ar,ar,9,9,1,1
800486,2017,9,19,br7,na,br7,3,10,0,10,2,0,12,2,mc,ar,12,12,1,1
800487,2017,9,19,br7,na,br7,3,8,2,10,2,0,12,3//small;same color,mc,ar,12,12,1,1
800488,2017,9,19,br6,br20,br20,3,10,0,10,0,0,10,1,mc,ar,10,10,1,1
800489,2017,9,19,br3,na,br3,2,8,0,8,5,0,13,1,mc,ar,13,13,1,1
800490,2017,9,19,br3,na,br3,3,6,1,7,2,0,9,1//smaller lighter color,mc,ar,9,9,1,1
800491,2017,9,19,br3,na,br3,3,11,0,11,0,0,11,2,mc,ar,11,11,1,1
800492,2017,9,19,br5,na,br5,3,8,0,8,1,0,9,1,mc,ar,9,9,1,1
800493,2017,9,19,br5,na,br5,3,8,1,9,0,0,9,2//small light color,mc,ar,9,9,1,1
800494,2017,9,19,br5,na,br5,3,9,0,9,0,0,9,3,mc,ar,9,9,1,1
800495,2017,9,19,br13,br19,br19,3,9,0,9,0,0,9,1,mc,ar,9,9,1,1
800496,2017,9,19,br13,br19,br19,4,6,0,6,1,0,7,1//seeds broken; potential miscount??,mc,ar,7,7,1,1
800497,2017,9,19,br1,na,br1,3,11,0,11,0,0,11,1,mc,ar,11,11,1,1
800498,2017,9,19,br1,na,br1,3,5,1,6,4,0,10,2//shriveled dark small,mc,ar,10,10,1,1
800499,2017,9,19,br10,na,br10,3,3,0,3,1,1,5,1//half of seed pod small dark shriveled; outlier,mc,ar,5,5,1,1
800500,2017,9,19,br10,na,br10,3,8,0,8,1,1,10,2,mc,ar,10,10,1,1
800501,2017,9,19,br10,na,br10,3,6,0,6,2,0,8,3,mc,ar,8,8,1,1
800502,2017,9,19,br10,na,br10,3,9,1,10,2,0,12,4//small light seeds,mc,ar,12,12,1,1
800503,2017,9,19,br10,na,br10,3,6,0,6,1,2,9,5//thin dark seeds,mc,ar,9,9,1,1
800504,2017,9,19,br14,na,br14,3,9,0,9,1,1,11,1//damaged seeds,mc,ar,11,11,1,1
800505,2017,9,19,br14,na,br14,3,12,0,12,0,0,12,2,mc,ar,12,12,1,1
800506,2017,9,28,ru3,na,ru3,4,4,0,4,7,0,11,2,ar,ar,11,11,1,1
800507,2017,9,28,ru13,na,ru13,4,8,0,8,1,0,9,1,ar,ar,9,9,1,1
800508,2017,9,28,ru11,na,ru11,4,11,0,11,0,0,11,2,ar,ar,11,11,1,1
800509,2017,9,28,ru11,na,ru11,4,7,0,7,0,1,8,4,ar,ar,8,8,1,1
800510,2017,9,28,ru11,na,ru11,4,0,0,0,0,3,3,3//unable to locate additional ovules; fruit very sickly,ar,ar,3,3,1,1
800511,2017,9,28,ru6,na,ru6,4,6,0,6,3,1,10,1//abrtd ovule due to herbivory;1 virgin ovule larger than others,ar,ar,10,10,1,1
800512,2017,9,28,ru3,na,ru3,4,7,0,7,4,0,11,1,ar,ar,11,11,1,1
800513,2017,9,28,ru6,na,ru6,4,4,0,4,5,0,9,2,ar,ar,9,9,1,1
800514,2017,9,28,ru7,na,ru7,4,6,0,6,2,0,8,1,ar,ar,8,8,1,1
800515,2017,9,28,ru7,na,ru7,4,7,0,7,2,0,9,2,ar,ar,9,9,1,1
800516,2017,9,28,ru7,na,ru7,4,8,0,8,0,1,9,3//abrtd ovule due to herbiv,ar,ar,9,9,1,1
800517,2017,9,28,ru8,na,ru8,4,3,1,4,5,0,9,1//shriv curled up and dark,ar,ar,9,9,1,1
800518,2017,9,28,ru8,na,ru8,4,10,0,10,0,0,10,2,ar,ar,10,10,1,1
800519,2017,9,29,si15,na,si15,4,1,2,3,5,1,9,,ar,ar,9,9,1,1
800520,2017,9,29,si13,si23,si23,4,9,0,9,1,1,11,1,ar,ar,11,11,1,1
800521,2017,9,29,si3,na,si3,4,2,0,2,6,1,9,3,ar,ar,9,9,1,1
800522,2017,9,29,si5,na,si5,4,0,5,5,0,4,9,1,ar,ar,9,9,1,1
800523,2017,9,29,si5,na,si5,4,0,2,2,6,1,9,3,ar,ar,9,9,1,1
800524,2017,9,29,si5,na,si5,4,0,6,6,2,1,9,2,ar,ar,9,9,1,1
800525,2017,9,29,si9,na,si9,4,1,0,1,6,0,7,3,ar,ar,7,7,1,1
800526,2017,9,29,si9,na,si9,4,2,0,2,7,0,9,2,ar,ar,9,9,1,1
800527,2017,9,29,si9,na,si9,4,3,1,4,6,0,10,1,ar,ar,10,10,1,1
800528,2017,9,29,si2,si21,si21,2,4,0,4,10,0,14,1,ar,ar,14,14,1,1
800529,2017,9,29,si11,na,si11,4,2,4,6,2,1,9,1,ar,ar,9,9,1,1
800530,2017,9,29,si11,na,si11,4,0,0,0,8,3,11,2,ar,ar,11,11,1,1
800531,2017,9,29,si11,na,si11,4,5,0,5,4,0,9,3,ar,ar,9,9,1,1
800532,2017,9,29,si11,na,si11,4,8,0,8,4,0,12,4,ar,ar,12,12,1,1
800533,2017,9,22,ru30,na,ru30,2,1,2,3,8,0,11,1//brown small shriv,mc,ar,11,11,1,1
800534,2017,9,22,ru30,na,ru30,2,6,0,6,3,3,12,2,mc,ar,12,12,1,1
800535,2017,9,22,ru30,na,ru30,2,9,3,12,2,0,14,3,mc,ar,14,14,1,1
800536,2017,9,22,ru30,na,ru30,2,11,0,11,1,1,13,4,mc,ar,13,13,1,1
800537,2017,9,22,ru30,na,ru30,2,8,3,11,1,1,13,5,mc,ar,13,13,1,1
800538,2017,9,22,ho8,na,ho8,1,13,0,13,0,0,13,1,mc,ar,13,13,1,1
800539,2017,9,22,ho8,na,ho8,1,14,0,14,0,0,14,2,mc,ar,14,14,1,1
800540,2017,9,22,ho8,na,ho8,1,12,0,12,2,0,14,3,mc,ar,14,14,1,1
800541,2017,9,22,si30,na,si30,1,7,2,9,3,0,12,1,mc,ar,12,12,1,1
800542,2017,9,22,gr22,na,gr22,2,11,0,11,2,1,14,2//a second fruit was listed in previous version but only 1 flower was open during this round; after reviewing this fruit had paint on the petiole while the other had no petiole; other fruit deleted 11-13,mc,ar,14,14,1,1
800544,2017,9,29,st12,st16,st16,4,0,0,0,5,0,5,1,mc,ar,5,5,1,1
800545,2017,9,29,st12,st16,st16,4,3,0,3,5,0,8,2,mc,ar,8,8,1,1
800546,2017,9,29,st1,na,st1,4,1,0,1,7,0,8,1,mc,ar,8,8,1,1
800547,2017,9,29,st14,st23,st23,4,2,0,2,5,0,7,1,mc,ar,7,7,1,1
800548,2017,9,29,st14,st23,st23,4,6,2,8,2,1,11,2,mc,ar,11,11,1,1
800549,2017,9,22,ru26,na,ru26,2,11,0,11,0,2,13,1,mc,ar,13,13,1,1
800550,2017,9,22,ru26,na,ru26,2,7,1,8,2,3,13,2,mc,ar,13,13,1,1
800551,2017,9,22,ru26,na,ru26,2,9,0,9,0,2,11,3,mc,ar,11,11,1,1
800552,2017,9,22,ru26,na,ru26,2,9,0,9,1,2,12,4,mc,ar,12,12,1,1
800553,2017,9,22,ru26,na,ru26,2,4,1,5,6,1,12,5,mc,ar,12,12,1,1
800554,2017,9,22,ru26,na,ru26,2,9,0,9,1,3,13,6,mc,ar,13,13,1,1
800555,2017,9,29,si7,si20,si20,4,5,0,5,7,0,12,,ar,ar,12,12,1,1
800556,2017,9,29,si8,na,si8,2,8,1,9,2,0,11,shriv wrinkled but hardened,ar,ar,11,11,1,1
800557,2017,9,29,si4,na,si4,4,4,0,4,5,0,9,1,ar,ar,9,9,1,1
800558,2017,9,29,si4,na,si4,4,6,0,6,4,0,10,2,ar,ar,10,10,1,1
800559,2017,9,29,si4,na,si4,4,5,0,5,5,0,10,3,ar,ar,10,10,1,1
800560,2017,9,29,si4,na,si4,4,6,0,6,4,0,10,4,ar,ar,10,10,1,1
800561,2017,9,29,si4,na,si4,4,3,3,6,4,0,10,5,ar,ar,10,10,1,1
800562,2017,9,29,si4,na,si4,4,5,0,5,5,0,10,6,ar,ar,10,10,1,1
800563,2017,9,29,si4,na,si4,4,6,0,6,3,0,9,7,ar,ar,9,9,1,1
800564,2017,9,29,si4,na,si4,4,3,2,5,3,0,8,8,ar,ar,8,8,1,1
800565,2017,9,29,si4,na,si4,4,5,1,6,3,0,9,9,ar,ar,9,9,1,1
800566,2017,9,29,si4,na,si4,4,5,0,5,4,0,9,10,ar,ar,9,9,1,1
800567,2017,9,29,si4,na,si4,1,1,0,1,9,0,10,1,ar,ar,10,10,1,1
800568,2017,9,29,st10,st25,st25,4,3,0,3,6,0,9,,mc,mc,9,9,1,1
800569,2017,9,29,st10,st25,st25,4,1,0,1,8,0,9,seed pod had damaged region,mc,mc,9,9,1,1
800570,2017,9,29,st11,na,st11,4,6,1,7,2,0,9,,mc,mc,9,9,1,1
800571,2017,9,29,st9,na,st9,4,1,1,2,10,0,12,"shriveled = smaller, thinner",mc,mc,12,12,1,1
800572,2017,9,28,ne15,ne24,ne24,4,7,0,7,1,0,8,,mc,mc,8,8,1,1
800573,2017,9,28,ne15,ne24,ne24,4,5,0,5,5,0,10,,mc,mc,10,10,1,1
800574,2017,9,28,ne15,ne24,ne24,4,6,0,6,2,0,8,,mc,mc,8,8,1,1
800575,2017,9,28,ne15,ne24,ne24,4,3,0,3,5,0,8,,mc,mc,8,8,1,1
800576,2017,9,28,ne15,ne24,ne24,4,8,0,8,1,0,9,,mc,mc,9,9,1,1
800577,2017,9,28,ne15,ne24,ne24,4,8,0,8,2,0,10,,mc,mc,10,10,1,1
800578,2017,9,28,ne15,ne24,ne24,4,10,0,10,0,0,10,,mc,mc,10,10,1,1
800579,2017,9,28,ne15,ne24,ne24,4,8,0,8,1,0,9,,mc,mc,9,9,1,1
800580,2017,9,28,ne15,ne24,ne24,4,7,0,7,2,0,9,,mc,mc,9,9,1,1
800581,2017,9,28,ne9,na,ne9,4,9,1,10,2,0,12,"shriveled = brown, not black",mc,mc,12,12,1,1
800582,2017,9,28,ne12,ne30,ne30,4,9,1,10,0,0,10,"shriveled = lighter, thinner",mc,mc,10,10,1,1
800583,2017,9,28,ne12,ne30,ne30,4,7,1,8,0,0,8,"shriveled = smaller, lighter",mc,mc,8,8,1,1
800584,2017,9,28,ne12,ne30,ne30,4,8,2,10,0,0,10,,mc,mc,10,10,1,1
800585,2017,9,28,ne12,ne30,ne30,4,0,0,0,5,4,9,"aborted = tiny, burnt-looking",mc,mc,9,9,1,1
800586,2017,9,28,ne12,ne30,ne30,4,6,1,7,0,0,7,shriveled = lighter in color,mc,mc,7,7,1,1
800587,2017,9,28,ne12,ne30,ne30,4,4,0,4,5,0,9,,mc,mc,9,9,1,1
800588,2017,9,28,ne8,na,ne8,4,4,0,4,7,0,11,,mc,mc,11,11,1,1
800589,2017,9,28,ne8,na,ne8,4,7,0,7,4,0,11,,mc,mc,11,11,1,1
800590,2017,9,28,ne8,na,ne8,4,4,1,5,3,0,8,"shriveled = smaller, lighter in color",mc,mc,8,8,1,1
800591,2017,9,28,ne8,na,ne8,4,3,0,3,7,0,10,,mc,mc,10,10,1,1
800592,2017,9,28,ne7,na,ne7,4,7,1,8,3,0,11,shriveled = lighter in color,mc,mc,11,11,1,1
800593,2017,9,28,ne7,na,ne7,4,10,0,10,1,0,11,,mc,mc,11,11,1,1
800594,2017,9,28,ne7,na,ne7,4,7,0,7,4,0,11,,mc,mc,11,11,1,1
800595,2017,9,28,ne7,na,ne7,4,1,0,1,8,0,9,,mc,mc,9,9,1,1
800596,2017,9,28,ne13,na,ne13,4,10,0,10,1,0,11,,mc,mc,11,11,1,1
800597,2017,9,28,ne13,na,ne13,4,8,0,8,3,0,11,,mc,mc,11,11,1,1
800598,2017,9,28,ne11,na,ne11,4,6,0,6,2,0,8,,mc,mc,8,8,1,1
800599,2017,9,28,ne11,na,ne11,4,7,1,8,1,0,9,"shriveled = smaller, lighter",mc,mc,9,9,1,1
800600,2017,9,27,gr22,na,gr22,1,11,0,11,0,0,11,,mc,mc,11,11,1,1
800601,2017,9,27,gr21,na,gr21,1,7,0,7,4,0,11,,mc,mc,11,11,1,1
800602,2017,9,27,gr21,na,gr21,1,8,0,8,2,0,10,,mc,mc,10,10,1,1
800603,2017,9,27,gr21,na,gr21,1,8,0,8,0,0,8,pod had moldy-looking seeds,mc,mc,8,8,1,1
800604,2017,9,27,gr21,na,gr21,1,11,0,11,0,0,11,,mc,mc,11,11,1,1
800605,2017,9,27,gr21,na,gr21,1,6,0,6,4,0,10,,mc,mc,10,10,1,1
800606,2017,9,28,wo10,na,wo10,4,8,0,8,4,0,12,,mc,mc,12,12,1,1
800607,2017,9,28,wo13,na,wo13,4,2,0,2,4,0,6,,mc,mc,6,6,1,1
800608,2017,9,28,wo13,na,wo13,4,6,0,6,3,0,9,,mc,mc,9,9,1,1
800609,2017,9,28,wo13,na,wo13,4,7,0,7,1,0,8,,mc,mc,8,8,1,1
800610,2017,9,28,wo11,wo22,wo22,4,1,0,1,9,0,10,,mc,mc,10,10,1,1
800611,2017,9,28,wo11,wo22,wo22,4,3,0,3,10,0,13,,mc,mc,13,13,1,1
800612,2017,9,28,wo14,na,wo14,4,1,1,2,8,0,10,"shriveled = brown, not black",mc,mc,10,10,1,1
800613,2017,9,28,wo14,na,wo14,4,2,4,6,3,0,9,"shriveled = smaller, lighter",mc,mc,9,9,1,1
800614,2017,9,28,wo14,na,wo14,4,9,0,9,2,0,11,,mc,mc,11,11,1,1
800615,2017,9,28,wo14,na,wo14,4,6,4,10,1,0,11,,mc,mc,11,11,1,1
800616,2017,9,28,wo2,na,wo2,4,7,0,7,1,0,8,,mc,mc,8,8,1,1
800617,2017,9,28,wo5,na,wo5,4,5,2,7,2,0,9,shriveled = smaller,mc,mc,9,9,1,1
800618,2017,9,28,wo5,na,wo5,4,6,1,7,3,0,10,shriveled = smaller,mc,mc,10,10,1,1
800619,2017,9,28,wo5,na,wo5,4,4,4,8,1,0,9,shriveled = smaller,mc,mc,9,9,1,1
800620,2017,9,28,wo4,wo29,wo29,4,6,2,8,2,0,10,"shriveled = smaller, lighter",mc,mc,10,10,1,1
800621,2017,9,28,wo6,na,wo6,4,7,0,7,2,0,9,"shriveled = brown, not black",mc,mc,9,9,1,1
800622,2017,9,28,wo15,wo16,wo16,3,2,1,3,7,0,10,,mc,mc,10,10,1,1
800623,2017,9,28,wo15,wo16,wo16,4,3,0,3,5,0,8,"shriveled = smaller, thinner",mc,mc,8,8,1,1
800624,2017,9,28,gr19,na,gr19,1,7,2,9,2,0,11,,mc,mc,11,11,1,1
800625,2017,9,28,gr25,na,gr25,1,no seeds - seed pod was too twisted up on itself to be analyzed for virgin ovule counts,,,,,,"shriveled = smaller, lighter in color",mc,mc,#VALUE!,0,#VALUE!,#VALUE!
800626,2017,9,28,gr25,na,gr25,1,12,1,13,0,0,13,Tiny seed pod,mc,mc,13,13,1,1
800627,2017,9,28,gr25,na,gr25,1,4,0,4,0,0,4,,mc,mc,4,4,1,1
800628,2017,9,28,gr25,na,gr25,1,7,0,7,3,0,10,"smaller, pod is only partial seed pod",mc,mc,10,10,1,1
800629,2017,9,28,gr25,na,gr25,1,1,1,2,0,0,2,"shriveled = thin, darker, covered in fuzz - mold?",mc,mc,2,2,1,1
800630,2017,9,28,gr26,na,gr26,1,11,1,12,0,0,12,all seeds small and thin,mc,mc,12,12,1,1
800631,2017,9,28,si17,na,si17,2,10,2,12,1,0,13,"shriveled = small, thin, brown",mc,mc,13,13,1,1
800632,2017,9,28,si17,na,si17,2,0,11,11,1,0,12,,mc,mc,12,12,1,1
800633,2017,9,28,si17,na,si17,2,7,5,12,1,0,13,"shriveled = small, brown not black",mc,mc,13,13,1,1
800634,2017,9,28,gr23,na,gr23,2,9,2,11,4,0,15,"shriveled = small, brown not black",mc,mc,15,15,1,1
800635,2017,9,28,ru23,na,ru23,2,12,1,13,0,0,13,,mc,mc,13,13,1,1
800636,2017,9,28,ru23,na,ru23,2,4,1,5,8,0,13,,mc,mc,13,13,1,1
800637,2017,9,28,ho13,ho28,ho28,4,4,0,4,6,0,10,,mc,mc,10,10,1,1
800638,2017,9,28,ho13,ho28,ho28,4,6,0,6,2,0,8,,mc,mc,8,8,1,1
800639,2017,9,28,ho13,ho28,ho28,4,0,0,0,12,0,12,,mc,mc,12,12,1,1
800640,2017,9,28,ho13,ho28,ho28,4,4,0,4,7,0,11,,mc,mc,11,11,1,1
800641,2017,9,28,ho14,na,ho14,4,1,0,1,10,0,11,,mc,mc,11,11,1,1
800642,2017,9,28,ho4,na,ho4,4,9,0,9,1,0,10,,mc,mc,10,10,1,1
800643,2017,9,28,ho4,na,ho4,4,5,3,8,3,0,11,,mc,mc,11,11,1,1
800644,2017,9,28,ho4,na,ho4,4,3,0,3,7,0,10,,mc,mc,10,10,1,1
800645,2017,9,28,ho4,na,ho4,4,5,5,10,1,0,11,"shriveled = smaller, lighter",mc,mc,11,11,1,1
800646,2017,9,29,ho6,na,ho6,4,1,0,1,8,0,9,,mc,mc,9,9,1,1
800647,2017,9,29,ho7,ho23,ho23,4,2,2,4,5,1,10,shriveled = smaller; aborted = lighter in color,mc,mc,10,10,1,1
800648,2017,9,29,ho3,na,ho3,4,10,0,10,0,0,10,,,,10,10,1,1
800649,2017,9,29,ho3,na,ho3,4,9,0,9,0,0,9,,,,9,9,1,1
800650,2017,9,29,ho3,na,ho3,4,6,0,6,3,0,9,,,,9,9,1,1
800651,2017,9,29,ho3,na,ho3,4,7,0,7,1,0,8,,,,8,8,1,1
800652,2017,9,29,ho3,na,ho3,4,7,1,8,1,0,9,shriveled = much smaller than filled,,,9,9,1,1
800653,2017,9,29,ho3,na,ho3,4,8,0,8,1,0,9,,,,9,9,1,1
800654,2017,9,29,ho3,na,ho3,4,7,0,7,1,0,8,,,,8,8,1,1
800655,2017,9,29,ho3,na,ho3,4,0,6,6,1,0,7,seeds all small and thin,,,7,7,1,1
800656,2017,9,29,ho3,na,ho3,4,10,0,10,0,0,10,,,,10,10,1,1
800657,2017,9,29,ho3,na,ho3,4,8,0,8,1,0,9,,,,9,9,1,1
800658,2017,9,29,ho3,na,ho3,4,7,0,7,1,0,8,,,,8,8,1,1
800660,2017,9,29,ho3,na,ho3,4,8,2,10,0,0,10,"shriveled = small, brown not black;frt 13 dropped 11-13; uncertain if treated so dropped",,,10,10,1,1
800661,2017,9,29,gr5,na,gr5,4,3,2,5,4,0,9,"shriveled = smaller, lighter",,,9,9,1,1
800662,2017,9,29,gr5,na,gr5,4,1,3,4,3,0,7,"shriveled = thinner, lighter in color",,,7,7,1,1
800663,2017,9,29,gr5,na,gr5,4,6,2,8,2,0,10,shriveled = smaller,,,10,10,1,1
800664,2017,9,29,gr5,na,gr5,4,8,0,8,1,0,9,,,,9,9,1,1
800665,2017,9,29,gr8,gr18,gr18,4,9,1,10,1,0,11,"shriveled = smaller, lighter",,,11,11,1,1
800666,2017,9,29,ho11,na,ho11,4,1,0,1,6,0,7,,,,7,7,1,1
800667,2017,9,29,ho12,ho18,ho18,4,6,0,6,4,0,10,,,,10,10,1,1
800668,2017,9,29,ho12,ho18,ho18,4,9,0,9,1,0,10,,,,10,10,1,1
800669,2017,9,29,ho12,ho18,ho18,4,0,1,1,8,2,11,"shriveled = smaller, flaky; aborted = ""burnt-looking""",,,11,11,1,1
800670,2017,9,29,ho12,ho18,ho18,4,6,0,6,4,0,10,,,,10,10,1,1
800671,2017,9,29,ho10,ho29,ho29,3,5,6,11,0,0,11,"shriveled = smaller, lighter",,,11,11,1,1
800672,2017,9,29,ho10,ho29,ho29,4,3,0,3,4,0,7,,,,7,7,1,1
800673,2017,9,29,ho10,ho29,ho29,4,10,0,10,0,0,10,,,,10,10,1,1
800674,2017,9,29,ho10,ho29,ho29,4,4,0,4,6,0,10,,,,10,10,1,1
800675,2017,9,29,ho9,na,ho9,4,2,1,3,8,0,11,"shriveled = small, thin, lighter in color",,,11,11,1,1
800676,2017,9,29,ho9,na,ho9,4,1,5,6,5,0,11,"shriveled = smaller, thinner",,,11,11,1,1
800677,2017,9,29,ho9,na,ho9,4,2,1,3,8,0,11,"shriveled = smaller, lighter",,,11,11,1,1
800678,2017,9,29,gr2,na,gr2,4,9,0,9,0,0,9,,,,9,9,1,1
800679,2017,9,29,gr9,na,gr9,4,1,0,1,8,0,9,,,,9,9,1,1
800680,2017,9,29,gr9,na,gr9,4,13,0,13,0,0,13,,,,13,13,1,1
800681,2017,9,29,gr9,na,gr9,4,7,0,7,6,0,13,,,,13,13,1,1
800682,2017,9,29,gr9,na,gr9,4,1,2,3,9,0,12,"shriveled = smaller, same color",,,12,12,1,1
800683,2017,9,29,gr10,gr27,gr27,4,1,1,2,5,0,7,,,,7,7,1,1
800684,2017,9,29,gr10,gr27,gr27,4,2,0,2,10,0,12,,,,12,12,1,1
800685,2017,9,22,he27,na,he27,1,8,0,8,0,2,10,1//brown not black seeds,,,10,10,1,1
800686,2017,9,22,he16,na,he16,1,9,0,9,0,2,11,1//brown not black seeds,,,11,11,1,1
800687,2017,9,22,he10,na,he10,1,6,0,6,5,2,13,,,,13,13,1,1
800688,2017,9,22,ny27,na,ny27,1,6,0,6,5,0,11,,,,11,11,1,1
800689,2017,9,22,ny25,na,ny25,1,10,0,10,2,2,14,1//shriv brown,,,14,14,1,1
800690,2017,9,22,ny25,na,ny25,1,3,0,3,10,0,13,2,,,13,13,1,1
800691,2017,9,22,ny25,na,ny25,1,6,0,6,7,0,13,3,,,13,13,1,1
800692,2017,9,22,ny25,na,ny25,1,5,0,5,7,0,12,4,,,12,12,1,1
800693,2017,9,22,ny25,na,ny25,1,4,0,4,8,0,12,5,,,12,12,1,1
800694,2017,9,22,ny25,na,ny25,1,2,0,2,8,3,13,6,,,13,13,1,1
800695,2017,9,22,ny23,na,ny23,1,10,0,10,2,0,12,,,,12,12,1,1
800696,2017,9,22,he17,na,he17,1,8,0,8,3,0,11,,,,11,11,1,1
800697,2017,9,22,ny19,na,ny19,1,6,0,6,5,0,11,1,,,11,11,1,1
800698,2017,9,22,ny19,na,ny19,1,2,0,2,10,0,12,2,,,12,12,1,1
800699,2017,9,22,ny19,na,ny19,1,3,0,3,7,0,10,3,,,10,10,1,1
800700,2017,9,22,he28,na,he28,1,4,0,4,10,0,14,,,,14,14,1,1
800701,2017,9,22,he28,na,he28,1,1,0,1,8,0,9,2,,,9,9,1,1
800702,2017,9,22,ny29,na,ny29,1,2,0,2,11,0,13,1,,,13,13,1,1
800703,2017,9,22,ny29,na,ny29,1,4,0,4,8,0,12,2,,,12,12,1,1
800704,2017,9,22,he8,na,he8,1,7,0,7,6,0,13,1,,,13,13,1,1
800705,2017,9,22,he8,na,he8,1,4,0,4,2,6,12,2,,,12,12,1,1
800706,2017,9,22,ny18,na,ny18,1,3,1,4,9,0,13,1,,,13,13,1,1
800707,2017,9,22,ny18,na,ny18,1,8,0,8,5,1,14,2,,,14,14,1,1
